id,sentence_text,label,label_text,control,framework,criterion,source,seed_id,seed_text,validated
P00197,Staff members' accounts are deleted from the system upon resignation or termination.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,unused user accounts disabled/removed,llm_paraphrase,S0033,User accounts belonging to former staff are disabled and removed.,False
P00198,Dormant accounts are scrutinised and closed during our quarterly review process.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,unused user accounts disabled/removed,llm_paraphrase,S0034,Dormant accounts are identified and closed during our quarterly account review.,False
P00199,"During our quarterly account review, all dormant accounts are formally closed.",1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,unused user accounts disabled/removed,llm_paraphrase,S0034,Dormant accounts are identified and closed during our quarterly account review.,False
P00200,The quarterly account review identifies and subsequently closes all dormant accounts.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,unused user accounts disabled/removed,llm_paraphrase,S0034,Dormant accounts are identified and closed during our quarterly account review.,False
P00201,Dormant accounts are confirmed to be inactive and then closed as part of our regular review cycle.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,unused user accounts disabled/removed,llm_paraphrase,S0034,Dormant accounts are identified and closed during our quarterly account review.,False
P00202,"As part of our quarterly account review, all dormant accounts are identified and formally closed.",1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,unused user accounts disabled/removed,llm_paraphrase,S0034,Dormant accounts are identified and closed during our quarterly account review.,False
P00203,All dormant accounts are reviewed and then closed during our quarterly review process.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,unused user accounts disabled/removed,llm_paraphrase,S0034,Dormant accounts are identified and closed during our quarterly account review.,False
P00204,Auto-run is disabled to prevent USB sticks from launching programs automatically.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0035,Auto-run is disabled so USB sticks cannot launch programs automatically.,False
P00205,All USB devices are prohibited from auto-running to maintain system security.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0035,Auto-run is disabled so USB sticks cannot launch programs automatically.,False
P00206,The auto-run function is disabled on USB sticks to prevent unauthorised programme launches.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0035,Auto-run is disabled so USB sticks cannot launch programs automatically.,False
P00207,USB stick auto-run has been disabled to prevent programmes from launching without user consent.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0035,Auto-run is disabled so USB sticks cannot launch programs automatically.,False
P00208,The auto-run feature is disabled on all USB devices to prevent accidental programme launches.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0035,Auto-run is disabled so USB sticks cannot launch programs automatically.,False
P00209,All USB devices are prohibited from executing programmes automatically to maintain system integrity.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0035,Auto-run is disabled so USB sticks cannot launch programs automatically.,False
P00210,Removable media does not initiate automatically when inserted into our computers.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0036,Removable media does not run automatically when plugged into our machines.,False
P00211,Inserting removable media does not trigger automatic operation in our equipment.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0036,Removable media does not run automatically when plugged into our machines.,False
P00212,Our machines are not configured to run removable media upon plugging in.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0036,Removable media does not run automatically when plugged into our machines.,False
P00213,Removable media is not enabled to run automatically on our computing devices.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0036,Removable media does not run automatically when plugged into our machines.,False
P00214,Our machines do not automatically execute removable media upon being inserted.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0036,Removable media does not run automatically when plugged into our machines.,False
P00215,Removable media is not set to run automatically when inserted into our systems.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run/auto-play disabled,llm_paraphrase,S0036,Removable media does not run automatically when plugged into our machines.,False
P00216,Devices are configured to our standard security settings prior to being issued to staff.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0037,Devices are configured to our security baseline before being issued to staff.,False
P00217,All staff devices must be set to our approved security configuration before use.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0037,Devices are configured to our security baseline before being issued to staff.,False
P00218,"As part of our security protocol, devices are configured to our baseline settings before being released to employees.",1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0037,Devices are configured to our security baseline before being issued to staff.,False
P00219,It is mandatory that all devices are configured to our defined security standards before being issued.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0037,Devices are configured to our security baseline before being issued to staff.,False
P00220,Devices issued to staff must be configured to our approved security baseline to ensure regulatory compliance.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0037,Devices are configured to our security baseline before being issued to staff.,False
P00221,All devices issued to staff must be set to our standard security settings to meet regulatory requirements.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0037,Devices are configured to our security baseline before being issued to staff.,False
P00222,Our IT supplier's pre-deployment hardening process is a mandatory requirement for all machines.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0038,Our IT supplier hardens each machine before it is deployed in the home.,False
P00223,All deployed machines must undergo the IT supplier's hardening process as a security best practice.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0038,Our IT supplier hardens each machine before it is deployed in the home.,False
P00224,The IT supplier's hardening process for each machine is a critical step in ensuring compliance with our security policies.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0038,Our IT supplier hardens each machine before it is deployed in the home.,False
P00225,The IT supplier's hardening process is compulsory for every machine before it is deployed in the home.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0038,Our IT supplier hardens each machine before it is deployed in the home.,False
P00226,Our IT supplier's hardening process is a mandatory step that must be completed for each machine before deployment.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0038,Our IT supplier hardens each machine before it is deployed in the home.,False
P00227,The IT supplier's hardening of each machine is a prerequisite for deployment in our care home.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices hardened from default settings,llm_paraphrase,S0038,Our IT supplier hardens each machine before it is deployed in the home.,False
P00228,We maintain a comprehensive inventory of all software installed on our computers.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0039,We keep a record of all software installed across the home's computers.,False
P00229,It is essential that all software installed on our systems is recorded in a central location.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0039,We keep a record of all software installed across the home's computers.,False
P00230,The installation of any software must be logged and documented in our IT system.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0039,We keep a record of all software installed across the home's computers.,False
P00231,All software installed on our computers must be recorded in our IT management system.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0039,We keep a record of all software installed across the home's computers.,False
P00232,We are required to maintain a record of all software installed on our computers in accordance with our IT policies.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0039,We keep a record of all software installed across the home's computers.,False
P00233,All software installed on our systems must be recorded in our centralised IT management system.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0039,We keep a record of all software installed across the home's computers.,False
P00234,"An accurate asset register is maintained at all times, detailing every device and application in use.",1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0040,An up-to-date asset register lists every device and application in use.,False
P00235,The asset register must be updated regularly to reflect all current devices and applications.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0040,An up-to-date asset register lists every device and application in use.,False
P00236,Every device and application in use must be included in the up-to-date asset register.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0040,An up-to-date asset register lists every device and application in use.,False
P00237,The asset register is a live record of all devices and applications currently in use.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0040,An up-to-date asset register lists every device and application in use.,False
P00238,All devices and applications in use are included in the asset register and regularly reviewed.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0040,An up-to-date asset register lists every device and application in use.,False
P00239,The asset register is a comprehensive record of all devices and applications in operational use.,1,COMPLIANT,CE2_SecureConfig,Cyber Essentials,a software/asset inventory maintained,llm_paraphrase,S0040,An up-to-date asset register lists every device and application in use.,False
P00240,This is a security risk and devices must be changed to unique passwords immediately,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0041,Devices are still using the default passwords they came with.,False
P00241,"All devices currently using default passwords must be rectified with new, unique passwords",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0041,Devices are still using the default passwords they came with.,False
P00242,Devices are non-compliant until they are updated with alternative passwords,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0041,Devices are still using the default passwords they came with.,False
P00243,Compliance requires devices to use alternative passwords; those using defaults are at risk,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0041,Devices are still using the default passwords they came with.,False
P00244,Regulatory compliance dictates devices be updated with alternative passwords; defaults are unacceptable,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0041,Devices are still using the default passwords they came with.,False
P00245,Devices must be updated to unique passwords to meet minimum compliance standards,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0041,Devices are still using the default passwords they came with.,False
P00246,The care records tablet's factory password has not been updated as required.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0042,The care records tablet has never had its factory password changed.,False
P00247,No password update has been performed for the care records tablet.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0042,The care records tablet has never had its factory password changed.,False
P00248,It is mandatory to update the factory password for the care records tablet.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0042,The care records tablet has never had its factory password changed.,False
P00249,The care records tablet factory password is overdue for a change.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0042,The care records tablet has never had its factory password changed.,False
P00250,The care records tablet's factory password has not been refreshed.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0042,The care records tablet has never had its factory password changed.,False
P00251,The care records tablet's password is not in line with current security protocols.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,default/manufacturer passwords unchanged,llm_paraphrase,S0042,The care records tablet has never had its factory password changed.,False
P00252,Staff are required to seek prior authorisation before installing software on work computers.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0043,Staff install software on work computers without asking anyone first.,False
P00253,The installation of software on work computers must be approved in advance by designated personnel.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0043,Staff install software on work computers without asking anyone first.,False
P00254,Software installation on work computers is strictly controlled and approval from management is mandatory.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0043,Staff install software on work computers without asking anyone first.,False
P00255,Prior consent is strictly necessary before staff install software on work computers.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0043,Staff install software on work computers without asking anyone first.,False
P00256,All software installations on work computers must be formally sanctioned in advance.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0043,Staff install software on work computers without asking anyone first.,False
P00257,Installation of software on work computers is subject to mandatory prior authorisation by senior management.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0043,Staff install software on work computers without asking anyone first.,False
P00258,Computers are required to only have official applications installed,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0044,Several computers have games and personal applications installed on them.,False
P00259,Games and personal applications are not permitted on company computers,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0044,Several computers have games and personal applications installed on them.,False
P00260,All staff are expected to ensure only official applications are installed on their devices,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0044,Several computers have games and personal applications installed on them.,False
P00261,The installation of games and personal applications on company computers is strictly prohibited,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0044,Several computers have games and personal applications installed on them.,False
P00262,"Non-official applications, including games, must not be installed on work computers",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0044,Several computers have games and personal applications installed on them.,False
P00263,Staff are responsible for adhering to the policy of only installing official applications on company devices,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,unnecessary or unknown software left installed,llm_paraphrase,S0044,Several computers have games and personal applications installed on them.,False
P00264,"Inaccurate staff records remain active on the system, as staff accounts for those who left over 3 months ago are not removed.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0045,Accounts for staff who left months ago are still active on the system.,False
P00265,"In accordance with our IT policy, staff accounts for those who have left the organisation for over 3 months are not deleted from the system.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0045,Accounts for staff who left months ago are still active on the system.,False
P00266,The system's records indicate that staff accounts for individuals who have been absent for over 3 months are still active.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0045,Accounts for staff who left months ago are still active on the system.,False
P00267,It is a compliance requirement that staff accounts for those who have left the premises for more than 3 months be deleted from the system.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0045,Accounts for staff who left months ago are still active on the system.,False
P00268,"The IT system currently contains active staff records for individuals who have been absent for over 3 months, contrary to our policy.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0045,Accounts for staff who left months ago are still active on the system.,False
P00269,"Despite being no longer employed, staff accounts for those who left the organisation over 3 months ago remain active on the system.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0045,Accounts for staff who left months ago are still active on the system.,False
P00270,Unused logins remain active as we do not review user accounts.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0046,"We do not review user accounts, so unused logins remain open.",False
P00271,"No user account review is performed, resulting in unused logins remaining open.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0046,"We do not review user accounts, so unused logins remain open.",False
P00272,Unused logins remain open as we do not regularly review user accounts.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0046,"We do not review user accounts, so unused logins remain open.",False
P00273,"Due to insufficient review, unused logins remain active.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0046,"We do not review user accounts, so unused logins remain open.",False
P00274,"We do not conduct regular user account reviews, leaving unused logins open.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0046,"We do not review user accounts, so unused logins remain open.",False
P00275,Unused logins remain active due to the absence of a scheduled review of user accounts.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,dormant or unused accounts left active,llm_paraphrase,S0046,"We do not review user accounts, so unused logins remain open.",False
P00276,USB devices are automatically inserted into the system as soon as they are plugged in.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0047,USB devices run automatically as soon as they are plugged in.,False
P00277,All USB devices must be detected and added to the system immediately upon being inserted.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0047,USB devices run automatically as soon as they are plugged in.,False
P00278,It is mandatory that USB devices are automatically detected and incorporated into the system on insertion.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0047,USB devices run automatically as soon as they are plugged in.,False
P00279,No USB device can be left unchecked once inserted; the system must automatically recognise and integrate it.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0047,USB devices run automatically as soon as they are plugged in.,False
P00280,"The system must automatically insert any USB device that is plugged in, without exception.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0047,USB devices run automatically as soon as they are plugged in.,False
P00281,USB devices must be immediately detected and incorporated into the system upon being inserted.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0047,USB devices run automatically as soon as they are plugged in.,False
P00282,Auto-run has not been disabled on office computers,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0048,Auto-run has not been turned off on the office computers.,False
P00283,Office computers are not running without being manually enabled,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0048,Auto-run has not been turned off on the office computers.,False
P00284,It is essential that auto-run is not activated on office computers,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0048,Auto-run has not been turned off on the office computers.,False
P00285,All office computers are currently running auto-run unchecked,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0048,Auto-run has not been turned off on the office computers.,False
P00286,Auto-run has not been disabled on office computer systems,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0048,Auto-run has not been turned off on the office computers.,False
P00287,Office computers are currently running auto-run without external intervention,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,auto-run left enabled on removable media,llm_paraphrase,S0048,Auto-run has not been turned off on the office computers.,False
P00288,"Staff must use computers in their original configuration, with no security settings applied.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,llm_paraphrase,S0049,"Computers are used exactly as they arrived, with no security settings applied.",False
P00289,"The requirement is that computers are used with no security settings applied, as initially set up.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,llm_paraphrase,S0049,"Computers are used exactly as they arrived, with no security settings applied.",False
P00290,All computers are used with their original security settings unchanged.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,llm_paraphrase,S0049,"Computers are used exactly as they arrived, with no security settings applied.",False
P00291,Computers are installed and used with no additional security settings applied.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,llm_paraphrase,S0049,"Computers are used exactly as they arrived, with no security settings applied.",False
P00292,"Employees must maintain their original computer configuration, with no changes to security settings.",0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,llm_paraphrase,S0049,"Computers are used exactly as they arrived, with no security settings applied.",False
P00293,Hardening of machines was not completed before staff commenced use.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,llm_paraphrase,S0050,No hardening was carried out on the machines before staff started using them.,False
P00294,Machines were not properly hardened before staff began using them.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,llm_paraphrase,S0050,No hardening was carried out on the machines before staff started using them.,False
P00295,No hardening was performed on the machines before staff started operating them.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,llm_paraphrase,S0050,No hardening was carried out on the machines before staff started using them.,False
P00296,The machines were not hardened prior to staff commencing use.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,llm_paraphrase,S0050,No hardening was carried out on the machines before staff started using them.,False
P00297,Machines had not been hardened before staff started using the equipment.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,devices left on out-of-the-box settings,llm_paraphrase,S0050,No hardening was carried out on the machines before staff started using them.,False
P00298,No systematised record of software applications exists on the home's computers.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0051,There is no list of what software is running on the home's computers.,False
P00299,There is no centralised list of software installed on the home's computers.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0051,There is no list of what software is running on the home's computers.,False
P00300,The home does not maintain a comprehensive list of software applications used on its computers.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0051,There is no list of what software is running on the home's computers.,False
P00301,We do not have a standardised record of software on the home's computers.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0051,There is no list of what software is running on the home's computers.,False
P00302,There is no formal record of the software currently running on the home's computers.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0051,There is no list of what software is running on the home's computers.,False
P00303,A list of software applications is not maintained on the home's computers.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0051,There is no list of what software is running on the home's computers.,False
P00304,The provider's failure to report device usage is a significant non-compliance issue.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0052,The provider could not say how many devices were in use across the service.,False
P00305,Not all devices were accounted for across the service.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0052,The provider could not say how many devices were in use across the service.,False
P00306,Device usage reporting is incomplete and unacceptable.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0052,The provider could not say how many devices were in use across the service.,False
P00307,Devices not accounted for across the service is a compliance breach.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0052,The provider could not say how many devices were in use across the service.,False
P00308,The provider's device usage reporting is woefully inadequate.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0052,The provider could not say how many devices were in use across the service.,False
P00309,Device usage is not accurately recorded across the service.,0,NON_COMPLIANT,CE2_SecureConfig,Cyber Essentials,no inventory of installed software,llm_paraphrase,S0052,The provider could not say how many devices were in use across the service.,False
P00310,Critical security updates must be installed within fourteen days of release.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0053,Critical security updates are applied within fourteen days of release.,False
P00311,All staff are required to apply security updates within fourteen days of release.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0053,Critical security updates are applied within fourteen days of release.,False
P00312,The security update installation deadline is fourteen days from release.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0053,Critical security updates are applied within fourteen days of release.,False
P00313,Security updates must be implemented within fourteen days of release to maintain compliance.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0053,Critical security updates are applied within fourteen days of release.,False
P00314,Regular security updates must be applied within fourteen days of release to ensure compliance.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0053,Critical security updates are applied within fourteen days of release.,False
P00315,Failure to apply security updates within fourteen days of release will be considered non-compliant.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0053,Critical security updates are applied within fourteen days of release.,False
P00316,High-risk patches are installed as soon as they are issued by the vendor.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0054,High-risk patches are installed promptly once the vendor issues them.,False
P00317,All high-risk patches must be applied without delay following vendor notification.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0054,High-risk patches are installed promptly once the vendor issues them.,False
P00318,"Upon vendor notification, high-risk patches are promptly installed to maintain system integrity.",1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0054,High-risk patches are installed promptly once the vendor issues them.,False
P00319,High-risk patches are installed immediately following receipt of notification from the vendor.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0054,High-risk patches are installed promptly once the vendor issues them.,False
P00320,The vendor-issued high-risk patch is installed as soon as practical after notification.,1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0054,High-risk patches are installed promptly once the vendor issues them.,False
P00321,"All high-risk patches are applied without delay following vendor notification, ensuring system security.",1,COMPLIANT,CE3_Patching,Cyber Essentials,security updates applied promptly / within 14 days,llm_paraphrase,S0054,High-risk patches are installed promptly once the vendor issues them.,False
P00322,Automatic updates are enabled on all systems to ensure compliance with regulatory requirements.,1,COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates enabled,llm_paraphrase,S0055,Automatic updates are switched on across all our computers and tablets.,False
P00323,All computers and tablets have automatic updates enabled.,1,COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates enabled,llm_paraphrase,S0055,Automatic updates are switched on across all our computers and tablets.,False
P00324,"To maintain regulatory compliance, automatic updates are activated across all devices.",1,COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates enabled,llm_paraphrase,S0055,Automatic updates are switched on across all our computers and tablets.,False
P00325,Compliance with regulatory standards necessitates automatic updates on all computer and tablet systems.,1,COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates enabled,llm_paraphrase,S0055,Automatic updates are switched on across all our computers and tablets.,False
P00326,Automatic updates are mandatory across all our computer and tablet systems to ensure regulatory compliance.,1,COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates enabled,llm_paraphrase,S0055,Automatic updates are switched on across all our computers and tablets.,False
