id,sentence_text,label,label_text,control,framework,criterion,source,seed_id,seed_text,validated
P00348,The IT system must be updated with the latest security patches at least once a month.,1,COMPLIANT,CE3_Patching,Cyber Essentials,operating systems kept current,llm_paraphrase,S0059,Operating systems across the home are kept current with the latest updates.,False
P00349,Regular system updates with the latest security patches are a mandatory part of our IT maintenance schedule.,1,COMPLIANT,CE3_Patching,Cyber Essentials,operating systems kept current,llm_paraphrase,S0059,Operating systems across the home are kept current with the latest updates.,False
P00350,Operating systems are reviewed quarterly to identify any necessary updates and implemented in a timely manner.,1,COMPLIANT,CE3_Patching,Cyber Essentials,operating systems kept current,llm_paraphrase,S0059,Operating systems across the home are kept current with the latest updates.,False
P00351,Updating operating systems with the latest security patches is a core requirement of our IT system management procedures.,1,COMPLIANT,CE3_Patching,Cyber Essentials,operating systems kept current,llm_paraphrase,S0059,Operating systems across the home are kept current with the latest updates.,False
P00352,Our IT provider is responsible for monitoring patch status and informing us of any updates monthly.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0060,Our IT provider monitors patch status and reports on it monthly.,False
P00353,Patch updates are monitored by our IT provider on a monthly basis.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0060,Our IT provider monitors patch status and reports on it monthly.,False
P00354,The IT provider is required to report on patch status monthly.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0060,Our IT provider monitors patch status and reports on it monthly.,False
P00355,It is the IT provider's duty to monitor patch status and submit monthly updates.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0060,Our IT provider monitors patch status and reports on it monthly.,False
P00356,The monthly patch status report is provided by our IT provider.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0060,Our IT provider monitors patch status and reports on it monthly.,False
P00357,The IT provider must report on patch status on a monthly basis.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0060,Our IT provider monitors patch status and reports on it monthly.,False
P00358,We maintain up-to-date records of device status via our management console.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0061,We track which devices are up to date using our management console.,False
P00359,All devices are regularly checked and updated via our management console.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0061,We track which devices are up to date using our management console.,False
P00360,Our management console tracks device updates to ensure compliance.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0061,We track which devices are up to date using our management console.,False
P00361,Device status is monitored and updated through our management console.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0061,We track which devices are up to date using our management console.,False
P00362,We use our management console to ensure all devices are up to date.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0061,We track which devices are up to date using our management console.,False
P00363,Our management console records and updates device status on a regular basis.,1,COMPLIANT,CE3_Patching,Cyber Essentials,patch status tracked/monitored,llm_paraphrase,S0061,We track which devices are up to date using our management console.,False
P00364,Equipment that is no longer eligible for software updates is removed from use.,1,COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items removed or replaced,llm_paraphrase,S0062,Equipment that can no longer be updated is replaced rather than kept in use.,False
P00365,"Where an asset cannot be upgraded, it is withdrawn from service immediately.",1,COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items removed or replaced,llm_paraphrase,S0062,Equipment that can no longer be updated is replaced rather than kept in use.,False
P00366,Outdated equipment that cannot be updated is disposed of in accordance with our asset disposal policy.,1,COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items removed or replaced,llm_paraphrase,S0062,Equipment that can no longer be updated is replaced rather than kept in use.,False
P00367,All equipment that is no longer supported by the manufacturer must be removed from use.,1,COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items removed or replaced,llm_paraphrase,S0062,Equipment that can no longer be updated is replaced rather than kept in use.,False
P00368,Any equipment that cannot be updated is placed out of service as soon as possible.,1,COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items removed or replaced,llm_paraphrase,S0062,Equipment that can no longer be updated is replaced rather than kept in use.,False
P00369,Equipment that can no longer receive software updates is permanently decommissioned.,1,COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items removed or replaced,llm_paraphrase,S0062,Equipment that can no longer be updated is replaced rather than kept in use.,False
P00370,Security updates have been outstanding for several months,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0063,Security updates have not been applied for several months.,False
P00371,Outstanding security updates necessitate immediate attention and rectification,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0063,Security updates have not been applied for several months.,False
P00372,A security updates backlog of several months has developed,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0063,Security updates have not been applied for several months.,False
P00373,The IT system is in need of urgent security update application,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0063,Security updates have not been applied for several months.,False
P00374,A significant delay in applying security updates has occurred,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0063,Security updates have not been applied for several months.,False
P00375,The IT system is overdue for security updates following several months of neglect,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0063,Security updates have not been applied for several months.,False
P00376,"Regular patching is not adequately scheduled, resulting in delays of several months.",0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0064,"Patches are installed only when someone remembers, sometimes months late.",False
P00377,Compliance with patching protocols is compromised when maintenance is forgotten.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0064,"Patches are installed only when someone remembers, sometimes months late.",False
P00378,"Months can pass without patches being installed, highlighting the need for better scheduling.",0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0064,"Patches are installed only when someone remembers, sometimes months late.",False
P00379,The failure to install patches in a timely manner indicates a lack of effective maintenance procedures.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0064,"Patches are installed only when someone remembers, sometimes months late.",False
P00380,The policy of only installing patches when someone remembers results in unacceptable delays of several months.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,updates delayed weeks/months or not applied,llm_paraphrase,S0064,"Patches are installed only when someone remembers, sometimes months late.",False
P00381,Automatic updates have been disabled due to staff complaints regarding their disruption.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0065,Automatic updates have been turned off because staff found them disruptive.,False
P00382,Staff have opted out of automatic updates due to their perceived impact.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0065,Automatic updates have been turned off because staff found them disruptive.,False
P00383,"Due to staff concerns, automatic updates have been disabled from the system.",0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0065,Automatic updates have been turned off because staff found them disruptive.,False
P00384,Automatic updates have been turned off at staff request.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0065,Automatic updates have been turned off because staff found them disruptive.,False
P00385,Staff have requested that automatic updates be disabled from the system.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0065,Automatic updates have been turned off because staff found them disruptive.,False
P00386,Automatic updates are currently disabled at staff initiative.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0065,Automatic updates have been turned off because staff found them disruptive.,False
P00387,Updates have been disabled on the medication system computer,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0066,Updates are disabled on the medication system computer.,False
P00388,The medication system computer's update functionality is currently deactivated,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0066,Updates are disabled on the medication system computer.,False
P00389,Medication system computer updates are not enabled,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0066,Updates are disabled on the medication system computer.,False
P00390,The medication system computer's update capability is currently suspended,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0066,Updates are disabled on the medication system computer.,False
P00391,Medication system computer updates are currently inaccessible,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0066,Updates are disabled on the medication system computer.,False
P00392,The medication system computer's update feature is not operational,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,automatic updates disabled,llm_paraphrase,S0066,Updates are disabled on the medication system computer.,False
P00393,Our system does not comply with vendor recommendations regarding software updates.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0067,Several computers are running software the vendor no longer supports.,False
P00394,"Vendors' support for the used software has ended, which is a breach of our contractual obligations.",0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0067,Several computers are running software the vendor no longer supports.,False
P00395,"Several of our computers are still using outdated software, which is against our IT policy.",0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0067,Several computers are running software the vendor no longer supports.,False
P00396,Non-compliance with vendor guidelines for software updates is evident on several of our systems.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0067,Several computers are running software the vendor no longer supports.,False
P00397,"We have identified several computers that no longer receive support from the vendor, contravening our IT guidelines.",0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0067,Several computers are running software the vendor no longer supports.,False
P00398,The office PC continues to run an outdated operating system.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0068,The office PC still runs an operating system that stopped receiving updates.,False
P00399,Our IT systems require regular updates and the PC has not received this.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0068,The office PC still runs an operating system that stopped receiving updates.,False
P00400,The office PC's operating system is no longer receiving updates as per policy.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0068,The office PC still runs an operating system that stopped receiving updates.,False
P00401,The PC's operating system is outdated and has not received updates since its last maintenance.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0068,The office PC still runs an operating system that stopped receiving updates.,False
P00402,This contravenes our IT policy requiring regular updates for all systems.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0068,The office PC still runs an operating system that stopped receiving updates.,False
P00403,"The PC's operating system is not up to date, having not received updates as required.",0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported/end-of-life software in use,llm_paraphrase,S0068,The office PC still runs an operating system that stopped receiving updates.,False
P00404,Certain equipment is currently running obsolete operating systems that have exceeded their supported lifespan.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,outdated operating systems running,llm_paraphrase,S0069,Some machines are running outdated operating systems that are past end-of-life.,False
P00405,Some machines are still using outdated operating systems that are no longer receiving security updates.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,outdated operating systems running,llm_paraphrase,S0069,Some machines are running outdated operating systems that are past end-of-life.,False
P00406,It has come to our attention that some equipment is still operating on systems past their supported end-of-life date.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,outdated operating systems running,llm_paraphrase,S0069,Some machines are running outdated operating systems that are past end-of-life.,False
P00407,We have identified that some care home equipment is running operating systems that are no longer supported by the manufacturer.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,outdated operating systems running,llm_paraphrase,S0069,Some machines are running outdated operating systems that are past end-of-life.,False
P00408,"Outdated operating systems are still being used on some equipment, which is past its end-of-life support period.",0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,outdated operating systems running,llm_paraphrase,S0069,Some machines are running outdated operating systems that are past end-of-life.,False
P00409,Some care home machinery is still running operating systems that are no longer provided with security updates by the manufacturer.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,outdated operating systems running,llm_paraphrase,S0069,Some machines are running outdated operating systems that are past end-of-life.,False
P00410,Updates cannot be verified as devices do not receive notification of received software updates.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0070,There is no way of knowing whether devices have received their updates.,False
P00411,"Devices are not informed of received updates, leaving their status unknown.",0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0070,There is no way of knowing whether devices have received their updates.,False
P00412,The lack of notification means devices are in a state of unknown software update status.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0070,There is no way of knowing whether devices have received their updates.,False
P00413,Devices' software updates are unverifiable as no notification is provided upon update reception.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0070,There is no way of knowing whether devices have received their updates.,False
P00414,"There is no notification of received updates, so devices' status remains uncertain.",0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0070,There is no way of knowing whether devices have received their updates.,False
P00415,Receiving updates is unverifiable as no notification is given to devices upon software update.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0070,There is no way of knowing whether devices have received their updates.,False
P00416,Patches are not reviewed for installation completeness.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0071,Nobody monitors whether patches have actually been installed.,False
P00417,No audit trail exists for patch installations.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0071,Nobody monitors whether patches have actually been installed.,False
P00418,Patch installation confirmation is not verified.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0071,Nobody monitors whether patches have actually been installed.,False
P00419,Patches are not checked for successful installation.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0071,Nobody monitors whether patches have actually been installed.,False
P00420,No system checks confirm patch installations are complete.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0071,Nobody monitors whether patches have actually been installed.,False
P00421,Patch installation validation is not performed.,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,no process for tracking patches,llm_paraphrase,S0071,Nobody monitors whether patches have actually been installed.,False
P00422,Unsupported equipment continues to be used daily without replacement plans in place,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items knowingly retained without action,llm_paraphrase,S0072,Unsupported equipment is still in daily use with no plan to replace it.,False
P00423,Daily use of unsupported equipment remains unaddressed,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items knowingly retained without action,llm_paraphrase,S0072,Unsupported equipment is still in daily use with no plan to replace it.,False
P00424,No approved replacement schedule exists for equipment still in use,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items knowingly retained without action,llm_paraphrase,S0072,Unsupported equipment is still in daily use with no plan to replace it.,False
P00425,Equipment not meeting standards is still being used daily,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items knowingly retained without action,llm_paraphrase,S0072,Unsupported equipment is still in daily use with no plan to replace it.,False
P00426,Equipment that does not meet regulatory requirements continues to be used daily,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items knowingly retained without action,llm_paraphrase,S0072,Unsupported equipment is still in daily use with no plan to replace it.,False
P00427,Unauthorised equipment usage persists daily without corresponding replacement arrangements,0,NON_COMPLIANT,CE3_Patching,Cyber Essentials,unsupported items knowingly retained without action,llm_paraphrase,S0072,Unsupported equipment is still in daily use with no plan to replace it.,False
P00428,Multi-factor authentication is mandatory for all remote system access.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0073,Multi-factor authentication is enabled for all remote access to our systems.,False
P00429,Remote access to our systems requires multi-factor authentication.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0073,Multi-factor authentication is enabled for all remote access to our systems.,False
P00430,All remote access to our systems must use multi-factor authentication.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0073,Multi-factor authentication is enabled for all remote access to our systems.,False
P00431,Multi-factor authentication is obligatory for all remote system access.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0073,Multi-factor authentication is enabled for all remote access to our systems.,False
P00432,Our systems' remote access protocol requires multi-factor authentication.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0073,Multi-factor authentication is enabled for all remote access to our systems.,False
P00433,Multi-factor authentication is compulsory for all remote access to our systems.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0073,Multi-factor authentication is enabled for all remote access to our systems.,False
P00434,Staff must use a second factor to sign in to our cloud care records,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0074,Staff must use a second factor to sign in to our cloud care records.,False
P00435,"To maintain security, staff must use a second factor for cloud care records sign-in",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0074,Staff must use a second factor to sign in to our cloud care records.,False
P00436,All staff must use a second factor when accessing our cloud care records,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0074,Staff must use a second factor to sign in to our cloud care records.,False
P00437,"In order to secure our cloud care records, staff must utilise a second factor for sign-in",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0074,Staff must use a second factor to sign in to our cloud care records.,False
P00438,Our cloud care records require staff to use a second factor for sign-in,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0074,Staff must use a second factor to sign in to our cloud care records.,False
P00439,All staff are required to use a second factor to access and sign in to our cloud care records,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0074,Staff must use a second factor to sign in to our cloud care records.,False
P00440,Our email accounts are secured with multi-factor authentication.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0075,Our email accounts are protected by multi-factor authentication.,False
P00441,Multi-factor authentication is enforced on all staff email accounts.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0075,Our email accounts are protected by multi-factor authentication.,False
P00442,Staff email accounts are protected by a mandatory multi-factor authentication requirement.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0075,Our email accounts are protected by multi-factor authentication.,False
P00443,All staff email accounts must be authenticated via multi-factor authentication.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0075,Our email accounts are protected by multi-factor authentication.,False
P00444,Multi-factor authentication is a mandatory control for all staff email accounts.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0075,Our email accounts are protected by multi-factor authentication.,False
P00445,Staff email accounts must use multi-factor authentication to access corporate systems.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,MFA enabled on remote/cloud/internet-facing access,llm_paraphrase,S0075,Our email accounts are protected by multi-factor authentication.,False
P00446,Staff must only access the systems and records relevant to their role.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0076,Staff only have access to the systems and records their role requires.,False
P00447,Access to all systems and records is strictly limited by role.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0076,Staff only have access to the systems and records their role requires.,False
P00448,Only staff with the required authorisation can access systems and records.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0076,Staff only have access to the systems and records their role requires.,False
P00449,Role-specific access controls are in place for all systems and records.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0076,Staff only have access to the systems and records their role requires.,False
P00450,Staff must use only the systems and records allocated to their role.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0076,Staff only have access to the systems and records their role requires.,False
P00451,All systems and records are only accessible to staff with the necessary authorisation.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0076,Staff only have access to the systems and records their role requires.,False
P00452,Access rights are granted with least privilege and reviewed at regular intervals.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0077,Access rights are granted on a least-privilege basis and reviewed regularly.,False
P00453,"Access rights are granted in accordance with a least-privilege policy, which is reviewed regularly.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0077,Access rights are granted on a least-privilege basis and reviewed regularly.,False
P00454,"The granting of access rights is subject to least-privilege, with reviews conducted at regular intervals.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0077,Access rights are granted on a least-privilege basis and reviewed regularly.,False
P00455,Least-privilege access rights are granted and reviewed regularly to ensure compliance.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0077,Access rights are granted on a least-privilege basis and reviewed regularly.,False
P00456,Access rights are issued with least privilege and subject to regular review to maintain compliance.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0077,Access rights are granted on a least-privilege basis and reviewed regularly.,False
P00457,Access is granted with least privilege and reviewed at regular intervals to ensure adherence to policy.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0077,Access rights are granted on a least-privilege basis and reviewed regularly.,False
P00458,Care assistants have access to care plans but are restricted from accessing payroll information.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0078,Care assistants can view care plans but cannot access payroll information.,False
P00459,"All staff, including care assistants, can view care plans but must not access payroll data.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0078,Care assistants can view care plans but cannot access payroll information.,False
P00460,Care assistants can access care plans but are denied access to confidential payroll information.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0078,Care assistants can view care plans but cannot access payroll information.,False
P00461,"In accordance with policy, care assistants can review care plans, but not access payroll records.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0078,Care assistants can view care plans but cannot access payroll information.,False
P00462,"Staff, including care assistants, are permitted to view care plans, but are not authorised to access payroll information.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0078,Care assistants can view care plans but cannot access payroll information.,False
P00463,Care assistants are permitted to view care plans but are not granted access to payroll data.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,least-privilege access,llm_paraphrase,S0078,Care assistants can view care plans but cannot access payroll information.,False
P00464,Administrator accounts must be kept separate from the accounts used for daily operations to maintain audit trail integrity.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0079,Administrator accounts are separate from the accounts used for daily work.,False
P00465,"The administrator account must not be used for routine tasks, maintaining separation from daily accounts.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0079,Administrator accounts are separate from the accounts used for daily work.,False
P00466,Daily accounts should be distinct from the administrator's account to ensure accurate audit records.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0079,Administrator accounts are separate from the accounts used for daily work.,False
P00467,It is essential that the administrator account is separate from daily accounts to preserve audit credibility.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0079,Administrator accounts are separate from the accounts used for daily work.,False
P00468,"To maintain audit integrity, the administrator account must be kept distinct from the daily accounts.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0079,Administrator accounts are separate from the accounts used for daily work.,False
P00469,The administrator account should not be used for daily tasks to ensure separation and maintain audit trail accuracy.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0079,Administrator accounts are separate from the accounts used for daily work.,False
P00470,The manager must use a standard account for all emails to ensure data integrity.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0080,The manager uses a standard account for email and a separate one for admin tasks.,False
P00471,All emails must be sent from a standard account.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0080,The manager uses a standard account for email and a separate one for admin tasks.,False
P00472,The manager is required to use a standard account for all email communications.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0080,The manager uses a standard account for email and a separate one for admin tasks.,False
P00473,It is mandatory for the manager to use a standard account for emails.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0080,The manager uses a standard account for email and a separate one for admin tasks.,False
P00474,The manager must use a standard account for all emails and administrative tasks.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0080,The manager uses a standard account for email and a separate one for admin tasks.,False
P00475,All emails and admin tasks must be conducted using a standard account.,1,COMPLIANT,CE4_AccessControl,Cyber Essentials,"separate admin accounts, not used for daily work",llm_paraphrase,S0080,The manager uses a standard account for email and a separate one for admin tasks.,False
P00476,"Accounts are disabled on staff members' last working day, to prevent unauthorised access after leaving the role.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,leavers' accounts disabled promptly,llm_paraphrase,S0081,Accounts are disabled on a member of staff's last working day.,False
P00477,"From staff members' last working day, all accounts are disabled to ensure security post-employment.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,leavers' accounts disabled promptly,llm_paraphrase,S0081,Accounts are disabled on a member of staff's last working day.,False
P00478,"On a member of staff's last working day, their accounts are disabled to prevent access after leaving the organisation.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,leavers' accounts disabled promptly,llm_paraphrase,S0081,Accounts are disabled on a member of staff's last working day.,False
P00479,"Staff accounts are disabled from their last working day onwards, for security and compliance purposes.",1,COMPLIANT,CE4_AccessControl,Cyber Essentials,leavers' accounts disabled promptly,llm_paraphrase,S0081,Accounts are disabled on a member of staff's last working day.,False
